0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
710.94794,-1121.7703,1510.0479,760.1681,-722.526,1559.6847,725.4949,-717.9342,1691.4364,685.2568,-340.97256,1800.516,586.2271,-229.47522,1563.025,813.68677,-756.4516,1494.5079,911.51483,-384.0066,1418.498,765.17285,-268.6007,1399.8313,861.4022,50.742702,1784.403,675.1137,419.1501,1704.4044,853.4981,1267.0955,1765.8651,895.0504,83.95995,1619.2422,631.0009,616.44556,1462.2468,943.0096,1005.76733,1573.1584,880.4196,57.863106,1708.1157,852.1279,-356.8235,1656.1349,715.33875,-895.33624,1501.3783,545.0721,-177.01776,1458.5841,565.79205,-215.87823,1273.9344,778.6516,1386.8668,1775.4375,900.0728,1095.2601,1537.252
